"gene_id"	"SRR1039508"	"SRR1039509"	"SRR1039512"	"SRR1039513"	"SRR1039516"	"SRR1039517"	"SRR1039520"	"SRR1039521"
"57831"	"ENSG00000266887"	0	0	0	0	0	0	0	0
"57832"	"ENSG00000266888"	0	0	0	0	0	0	0	0
"57833"	"ENSG00000266889"	0	0	0	0	0	0	0	0
"57834"	"ENSG00000266890"	0	0	0	0	0	0	0	0
"57835"	"ENSG00000266891"	0	0	0	0	0	0	1	0
"57836"	"ENSG00000266892"	0	0	0	0	0	0	0	0
"57837"	"ENSG00000266893"	1	0	0	0	0	0	0	0
"57838"	"ENSG00000266895"	0	0	2	0	0	0	0	0
"57839"	"ENSG00000266896"	6	4	7	5	9	7	8	3
"57840"	"ENSG00000266897"	2	2	3	1	0	3	1	1
"57841"	"ENSG00000266899"	0	0	0	0	1	0	1	0
"57842"	"ENSG00000266900"	0	0	0	0	0	0	0	0
"57843"	"ENSG00000266901"	0	0	0	0	0	0	0	0
"57844"	"ENSG00000266903"	10	5	18	1	4	6	6	5
"57845"	"ENSG00000266904"	44	20	69	52	48	49	46	21
"57846"	"ENSG00000266905"	0	0	0	0	0	3	0	1
"57847"	"ENSG00000266906"	0	0	0	0	0	0	0	0
"57848"	"ENSG00000266907"	0	2	1	2	3	6	2	2
"57849"	"ENSG00000266908"	0	0	0	0	0	0	0	0
"57850"	"ENSG00000266909"	0	1	0	0	0	1	0	0
"57851"	"ENSG00000266910"	4	2	4	3	2	2	1	1
"57852"	"ENSG00000266911"	0	0	0	0	0	0	0	0
"57853"	"ENSG00000266912"	4	1	1	0	7	2	0	2
"57854"	"ENSG00000266913"	1	0	1	0	2	0	0	0
"57855"	"ENSG00000266915"	0	0	0	0	0	0	0	0
"57856"	"ENSG00000266916"	5	2	9	3	11	7	5	8
"57857"	"ENSG00000266918"	27	20	10	5	32	40	16	12
"57858"	"ENSG00000266919"	0	0	0	0	0	0	0	0
"57859"	"ENSG00000266920"	0	0	1	0	0	0	0	0
"57860"	"ENSG00000266921"	4	5	9	5	6	6	6	6
"57861"	"ENSG00000266922"	0	0	0	0	1	1	1	0
"57862"	"ENSG00000266923"	0	0	0	0	0	0	0	0
"57863"	"ENSG00000266924"	0	0	0	0	0	1	0	0
"57864"	"ENSG00000266925"	0	0	0	0	0	0	0	0
"57865"	"ENSG00000266926"	4	2	0	0	3	1	0	3
"57866"	"ENSG00000266927"	0	0	0	1	0	0	0	2
"57867"	"ENSG00000266928"	0	0	0	0	0	0	0	0
"57868"	"ENSG00000266929"	0	0	0	0	0	0	0	0
"57869"	"ENSG00000266930"	29	28	34	20	33	44	28	25
"57870"	"ENSG00000266931"	0	0	0	0	0	0	0	0
"57871"	"ENSG00000266932"	1	0	1	4	1	0	0	0
"57872"	"ENSG00000266933"	1	0	3	1	1	0	3	1
"57873"	"ENSG00000266934"	5	6	4	4	6	6	3	3
"57874"	"ENSG00000266935"	6	3	2	1	5	5	4	4
"57875"	"ENSG00000266936"	2	2	1	0	0	1	0	0
"57876"	"ENSG00000266938"	0	0	0	2	0	0	0	0
"57877"	"ENSG00000266939"	0	0	0	0	0	0	0	0
"57878"	"ENSG00000266941"	0	0	0	0	0	0	0	0
"57879"	"ENSG00000266942"	0	0	1	1	0	2	0	0
"57880"	"ENSG00000266943"	0	0	0	0	0	0	0	0
"57881"	"ENSG00000266944"	0	1	0	0	1	1	0	0
"57882"	"ENSG00000266945"	0	0	0	0	0	0	0	0
"57883"	"ENSG00000266946"	0	0	0	0	2	0	0	0
"57884"	"ENSG00000266947"	14	6	26	6	12	13	16	11
"57885"	"ENSG00000266949"	0	0	0	0	0	0	0	0
"57886"	"ENSG00000266950"	0	0	3	0	0	0	1	0
"57887"	"ENSG00000266951"	0	0	0	0	0	0	0	0
"57888"	"ENSG00000266952"	0	0	0	0	0	0	0	0
"57889"	"ENSG00000266953"	0	0	0	0	0	0	0	0
"57890"	"ENSG00000266954"	0	0	0	0	0	0	0	0
"57891"	"ENSG00000266955"	0	0	1	1	0	0	0	1
"57892"	"ENSG00000266956"	0	0	0	0	0	0	0	0
"57893"	"ENSG00000266957"	0	0	1	0	0	0	2	2
"57894"	"ENSG00000266958"	1	0	0	0	0	0	0	1
"57895"	"ENSG00000266959"	0	0	0	0	0	0	0	0
"57896"	"ENSG00000266960"	0	0	0	0	0	0	0	0
"57897"	"ENSG00000266961"	0	0	0	0	0	0	0	0
"57898"	"ENSG00000266962"	2	2	4	1	3	6	4	1
"57899"	"ENSG00000266963"	0	0	0	0	0	0	0	0
"57900"	"ENSG00000266964"	4	4	6	5	2	6	7	4
"57901"	"ENSG00000266965"	0	0	0	0	0	0	0	0
"57902"	"ENSG00000266967"	12	14	14	4	13	12	10	6
"57903"	"ENSG00000266968"	1	4	4	4	1	3	0	2
"57904"	"ENSG00000266969"	1	2	1	1	0	0	0	1
"57905"	"ENSG00000266970"	4	2	3	1	12	17	7	2
"57906"	"ENSG00000266971"	0	0	0	0	0	0	1	0
"57907"	"ENSG00000266972"	1	0	0	0	0	0	0	0
"57908"	"ENSG00000266973"	1	0	1	0	1	0	0	0
"57909"	"ENSG00000266975"	0	0	0	1	0	0	0	0
"57910"	"ENSG00000266976"	0	0	0	0	0	0	0	0
"57911"	"ENSG00000266977"	0	0	0	0	0	0	0	0
"57912"	"ENSG00000266978"	0	0	0	0	1	0	1	0
"57913"	"ENSG00000266979"	0	0	0	0	0	0	1	0
"57914"	"ENSG00000266980"	0	1	1	0	0	0	1	0
"57915"	"ENSG00000266981"	0	0	0	0	0	0	0	0
"57916"	"ENSG00000266982"	0	0	0	0	0	0	0	0
"57917"	"ENSG00000266983"	5	0	6	1	6	6	2	6
"57918"	"ENSG00000266984"	0	0	1	0	0	0	0	0
"57919"	"ENSG00000266985"	0	0	0	0	0	0	0	0
"57920"	"ENSG00000266986"	0	0	0	0	0	0	0	0
"57921"	"ENSG00000266987"	0	0	0	0	1	1	1	0
"57922"	"ENSG00000266988"	0	2	1	5	2	3	2	8
"57923"	"ENSG00000266989"	0	0	1	0	0	1	0	0
"57924"	"ENSG00000266990"	0	0	0	0	0	0	0	0
"57925"	"ENSG00000266992"	29	20	13	11	10	16	10	17
"57926"	"ENSG00000266993"	13	16	20	13	15	21	9	15
"57927"	"ENSG00000266994"	0	0	0	0	0	0	0	0
"57928"	"ENSG00000266995"	0	0	2	0	3	1	4	0
"57929"	"ENSG00000266996"	0	0	1	1	1	2	2	5
"57930"	"ENSG00000266997"	0	0	0	0	0	0	0	0
"57931"	"ENSG00000266998"	0	2	1	1	0	0	1	0
"57932"	"ENSG00000266999"	0	0	0	0	0	0	1	0
"57933"	"ENSG00000267000"	5	9	11	5	19	17	12	11
"57934"	"ENSG00000267001"	0	0	0	0	0	0	0	0
"57935"	"ENSG00000267002"	77	35	84	24	67	40	60	45
"57936"	"ENSG00000267003"	3	1	1	0	1	3	0	4
"57937"	"ENSG00000267004"	0	0	1	0	0	0	0	0
"57938"	"ENSG00000267005"	0	0	0	0	0	0	0	0
"57939"	"ENSG00000267006"	0	1	1	0	1	2	0	0
"57940"	"ENSG00000267007"	0	0	0	0	0	0	0	0
"57941"	"ENSG00000267009"	4	2	1	1	4	7	0	4
"57942"	"ENSG00000267010"	13	28	22	35	44	81	18	25
"57943"	"ENSG00000267011"	4	4	5	4	4	3	4	3
"57944"	"ENSG00000267012"	0	0	0	0	0	0	0	0
"57945"	"ENSG00000267013"	1	0	0	0	0	0	0	0
"57946"	"ENSG00000267014"	0	0	0	0	0	1	0	0
"57947"	"ENSG00000267015"	0	0	0	0	0	0	0	0
"57948"	"ENSG00000267016"	0	0	2	0	2	3	0	0
"57949"	"ENSG00000267017"	0	0	0	0	0	0	0	0
"57950"	"ENSG00000267018"	0	2	0	0	1	0	0	0
"57951"	"ENSG00000267019"	0	0	0	0	0	0	0	0
"57952"	"ENSG00000267020"	0	0	0	0	0	0	0	0
"57953"	"ENSG00000267021"	0	0	0	0	0	0	0	0
"57954"	"ENSG00000267022"	0	0	0	0	0	0	0	0
"57955"	"ENSG00000267023"	789	427	1372	503	791	710	777	586
"57956"	"ENSG00000267024"	0	1	1	0	0	1	1	0
"57957"	"ENSG00000267025"	9	10	16	13	17	15	16	7
"57958"	"ENSG00000267026"	6	0	8	1	2	0	3	1
"57959"	"ENSG00000267027"	1	0	0	0	2	0	0	0
"57960"	"ENSG00000267028"	0	0	0	0	0	0	0	0
"57961"	"ENSG00000267029"	0	0	0	0	0	0	0	0
"57962"	"ENSG00000267030"	0	0	0	0	0	0	0	0
"57963"	"ENSG00000267032"	0	0	1	0	0	1	0	0
"57964"	"ENSG00000267033"	0	0	1	1	1	1	3	2
"57965"	"ENSG00000267034"	0	1	6	3	0	2	0	3
"57966"	"ENSG00000267035"	0	0	0	0	0	0	0	0
"57967"	"ENSG00000267036"	0	0	0	0	0	0	0	0
"57968"	"ENSG00000267037"	0	0	0	0	0	0	0	0
"57969"	"ENSG00000267038"	0	0	0	0	0	0	0	0
"57970"	"ENSG00000267039"	0	0	0	0	0	0	0	0
"57971"	"ENSG00000267040"	19	12	15	10	10	22	8	10
"57972"	"ENSG00000267041"	31	21	27	26	31	40	34	30
"57973"	"ENSG00000267042"	6	3	11	2	11	1	6	0
"57974"	"ENSG00000267043"	3	2	1	3	0	2	1	1
"57975"	"ENSG00000267044"	0	0	0	0	0	0	0	0
"57976"	"ENSG00000267045"	1	0	0	0	0	0	1	0
"57977"	"ENSG00000267046"	0	1	0	0	0	0	1	0
"57978"	"ENSG00000267047"	0	0	0	0	0	0	0	0
"57979"	"ENSG00000267048"	0	0	0	1	2	1	1	0
"57980"	"ENSG00000267049"	2	1	2	0	1	5	2	1
"57981"	"ENSG00000267050"	0	0	0	0	0	0	0	0
"57982"	"ENSG00000267051"	0	0	0	0	0	0	0	0
"57983"	"ENSG00000267052"	2	1	2	0	4	3	5	2
"57984"	"ENSG00000267053"	11	8	38	22	10	6	7	11
"57985"	"ENSG00000267054"	0	0	0	0	0	2	1	0
"57986"	"ENSG00000267055"	0	1	0	0	0	0	0	0
"57987"	"ENSG00000267056"	0	0	0	0	0	0	0	0
"57988"	"ENSG00000267057"	1	0	0	0	0	0	1	0
"57989"	"ENSG00000267058"	35	17	44	10	36	51	20	21
"57990"	"ENSG00000267059"	0	0	0	0	0	0	0	0
"57991"	"ENSG00000267060"	1	7	3	2	2	14	1	1
"57992"	"ENSG00000267061"	0	0	0	1	0	0	0	0
"57993"	"ENSG00000267062"	0	0	0	0	0	0	0	0
"57994"	"ENSG00000267063"	0	0	0	0	0	0	0	0
"57995"	"ENSG00000267064"	4	1	6	2	2	6	1	2
"57996"	"ENSG00000267065"	0	0	1	1	1	3	1	1
"57997"	"ENSG00000267066"	0	0	0	0	0	0	0	0
"57998"	"ENSG00000267067"	0	1	0	1	1	0	2	2
"57999"	"ENSG00000267069"	4	2	2	1	1	5	0	3
"58000"	"ENSG00000267070"	0	0	0	0	0	0	0	1
"58001"	"ENSG00000267071"	0	0	0	0	0	0	0	0
"58002"	"ENSG00000267072"	0	1	1	0	0	0	0	0
"58003"	"ENSG00000267073"	0	0	0	0	0	0	0	0
"58004"	"ENSG00000267074"	1	1	1	0	0	0	0	0
"58005"	"ENSG00000267075"	0	0	0	0	0	0	0	0
"58006"	"ENSG00000267076"	1	1	0	0	0	0	0	0
"58007"	"ENSG00000267077"	0	0	0	0	0	0	0	0
"58008"	"ENSG00000267078"	0	0	0	0	0	0	0	0
"58009"	"ENSG00000267079"	0	0	1	0	0	0	0	0
"58010"	"ENSG00000267080"	118	98	140	71	145	128	93	72
"58011"	"ENSG00000267081"	0	0	0	0	0	0	0	0
"58012"	"ENSG00000267082"	9	9	14	11	10	12	11	11
"58013"	"ENSG00000267083"	0	0	0	0	0	0	0	0
"58014"	"ENSG00000267084"	0	0	0	0	0	0	0	0
"58015"	"ENSG00000267085"	0	0	0	0	0	0	0	0
"58016"	"ENSG00000267086"	0	0	0	1	0	0	0	0
"58017"	"ENSG00000267087"	0	0	0	0	0	0	0	0
"58018"	"ENSG00000267088"	1	0	1	0	1	0	0	0
"58019"	"ENSG00000267089"	0	0	0	0	0	0	2	4
"58020"	"ENSG00000267090"	0	0	0	0	0	0	0	0
"58021"	"ENSG00000267091"	3	0	1	1	3	0	0	0
"58022"	"ENSG00000267092"	0	0	2	1	0	0	0	1
"58023"	"ENSG00000267093"	0	1	0	0	1	0	0	1
"58024"	"ENSG00000267094"	0	0	0	0	0	0	0	0
"58025"	"ENSG00000267095"	0	1	1	0	0	1	0	0
"58026"	"ENSG00000267096"	5	2	0	0	3	2	0	0
"58027"	"ENSG00000267097"	1	6	4	2	2	5	3	7
"58028"	"ENSG00000267098"	0	0	0	0	0	0	0	0
"58029"	"ENSG00000267099"	0	0	0	0	0	0	0	0
"58030"	"ENSG00000267100"	97	81	126	50	92	98	95	69
"58031"	"ENSG00000267101"	0	0	0	0	0	0	0	0
"58032"	"ENSG00000267102"	33	35	83	71	50	117	34	75
"58033"	"ENSG00000267104"	2	1	1	1	3	1	0	0
"58034"	"ENSG00000267105"	0	0	0	0	0	0	0	0
"58035"	"ENSG00000267106"	178	116	166	73	154	175	117	78
"58036"	"ENSG00000267107"	1	0	0	0	0	0	0	0
"58037"	"ENSG00000267108"	2	5	9	4	11	8	4	5
"58038"	"ENSG00000267109"	0	0	0	0	0	0	0	0
"58039"	"ENSG00000267110"	0	0	0	0	0	0	0	0
"58040"	"ENSG00000267112"	0	1	0	0	0	0	0	0
"58041"	"ENSG00000267113"	5	1	12	6	4	13	11	8
"58042"	"ENSG00000267114"	2	2	4	0	7	4	4	4
"58043"	"ENSG00000267115"	0	0	1	0	2	0	1	0
"58044"	"ENSG00000267116"	0	0	0	0	0	0	0	0
"58045"	"ENSG00000267117"	0	0	0	0	0	0	0	1
"58046"	"ENSG00000267118"	20	18	28	7	17	9	13	14
"58047"	"ENSG00000267119"	12	7	6	5	7	9	4	4
"58048"	"ENSG00000267120"	0	0	0	0	0	0	0	0
"58049"	"ENSG00000267121"	64	41	60	21	106	50	65	25
"58050"	"ENSG00000267122"	0	0	2	0	0	0	0	0
"58051"	"ENSG00000267123"	0	0	0	0	0	0	0	0
"58052"	"ENSG00000267124"	0	0	0	0	0	0	0	0
"58053"	"ENSG00000267125"	0	0	0	0	0	0	0	0
"58054"	"ENSG00000267126"	0	0	0	0	0	0	0	0
"58055"	"ENSG00000267127"	26	15	10	3	4	12	7	3
"58056"	"ENSG00000267128"	3	1	0	0	0	1	1	3
"58057"	"ENSG00000267129"	0	0	0	0	0	0	0	0
"58058"	"ENSG00000267130"	0	0	0	0	0	0	0	0
"58059"	"ENSG00000267131"	1	2	3	0	5	4	7	0
"58060"	"ENSG00000267132"	0	0	0	0	0	0	0	0
"58061"	"ENSG00000267133"	0	0	0	0	0	0	0	0
"58062"	"ENSG00000267134"	0	0	0	0	0	0	0	0
"58063"	"ENSG00000267135"	0	0	0	0	0	0	0	0
"58064"	"ENSG00000267136"	0	0	1	0	0	0	0	0
"58065"	"ENSG00000267137"	6	5	9	2	6	6	4	12
"58066"	"ENSG00000267138"	1	0	1	0	0	0	0	0
"58067"	"ENSG00000267139"	0	0	0	0	0	0	0	0
"58068"	"ENSG00000267140"	0	0	0	0	0	0	0	0
"58069"	"ENSG00000267141"	1	2	0	0	6	3	1	1
"58070"	"ENSG00000267142"	1	0	0	0	0	0	1	0
"58071"	"ENSG00000267143"	1	5	6	5	2	3	4	4
"58072"	"ENSG00000267144"	0	0	0	0	0	0	0	0
"58073"	"ENSG00000267145"	0	0	0	0	0	0	0	0
"58074"	"ENSG00000267146"	0	0	0	0	0	0	0	0
"58075"	"ENSG00000267147"	0	1	1	1	0	1	0	0
"58076"	"ENSG00000267148"	0	0	0	0	0	0	0	0
"58077"	"ENSG00000267149"	1	0	1	0	2	1	0	0
"58078"	"ENSG00000267150"	0	0	2	0	0	0	0	0
"58079"	"ENSG00000267151"	0	0	1	0	1	2	0	0
"58080"	"ENSG00000267152"	25	21	41	23	30	16	25	14
"58081"	"ENSG00000267153"	0	0	0	0	0	0	0	0
"58082"	"ENSG00000267154"	0	0	0	0	0	0	0	0
"58083"	"ENSG00000267156"	0	0	1	2	0	0	0	0
"58084"	"ENSG00000267157"	0	0	0	0	0	0	0	0
"58085"	"ENSG00000267159"	0	0	1	1	0	2	0	1
"58086"	"ENSG00000267160"	3	2	0	0	2	1	1	2
"58087"	"ENSG00000267161"	44	26	55	21	61	52	33	23
"58088"	"ENSG00000267162"	0	0	0	0	0	0	0	0
"58089"	"ENSG00000267163"	6	2	9	1	9	7	4	7
"58090"	"ENSG00000267165"	0	0	0	0	0	0	0	0
"58091"	"ENSG00000267166"	1	0	0	0	0	3	2	0
"58092"	"ENSG00000267167"	0	0	2	1	1	3	1	0
"58093"	"ENSG00000267168"	0	0	0	0	0	0	0	0
"58094"	"ENSG00000267169"	48	23	67	36	66	76	50	37
"58095"	"ENSG00000267170"	0	0	0	0	0	0	0	0
"58096"	"ENSG00000267172"	0	0	0	0	0	0	0	0
"58097"	"ENSG00000267173"	0	0	0	0	0	0	0	0
"58098"	"ENSG00000267174"	2	1	2	1	2	1	0	1
"58099"	"ENSG00000267175"	0	0	0	0	0	0	0	0
"58100"	"ENSG00000267177"	0	0	0	0	0	0	0	0
"58101"	"ENSG00000267178"	0	0	1	0	0	1	0	0
"58102"	"ENSG00000267179"	0	0	2	0	1	0	0	2
"58103"	"ENSG00000267180"	0	0	0	0	0	0	0	0
"58104"	"ENSG00000267181"	2	1	2	0	0	0	3	0
"58105"	"ENSG00000267182"	0	0	0	0	0	0	0	0
"58106"	"ENSG00000267183"	1	1	1	1	0	3	2	1
"58107"	"ENSG00000267184"	0	0	0	0	0	0	0	0
"58108"	"ENSG00000267185"	5	4	13	7	9	12	8	6
"58109"	"ENSG00000267186"	0	0	0	0	0	0	0	0
"58110"	"ENSG00000267187"	0	0	0	0	0	0	0	0
"58111"	"ENSG00000267188"	0	0	0	0	0	0	0	0
"58112"	"ENSG00000267189"	0	0	0	0	0	0	0	0
"58113"	"ENSG00000267190"	0	0	0	0	0	0	0	0
"58114"	"ENSG00000267191"	0	1	2	0	6	2	1	1
"58115"	"ENSG00000267192"	3	2	5	2	3	3	3	1
"58116"	"ENSG00000267193"	0	1	5	0	1	0	3	0
"58117"	"ENSG00000267194"	42	46	93	52	31	16	17	7
"58118"	"ENSG00000267195"	0	0	0	0	0	0	0	0
"58119"	"ENSG00000267196"	1	0	0	0	0	0	0	0
"58120"	"ENSG00000267197"	3	2	3	2	4	3	3	2
"58121"	"ENSG00000267198"	19	22	11	4	26	36	14	15
"58122"	"ENSG00000267199"	22	12	42	24	21	28	18	18
"58123"	"ENSG00000267200"	0	0	0	0	0	0	0	0
"58124"	"ENSG00000267201"	6	9	7	2	6	9	2	2
"58125"	"ENSG00000267202"	0	0	0	0	0	0	0	0
"58126"	"ENSG00000267203"	1	2	4	3	3	3	0	3
"58127"	"ENSG00000267204"	0	0	0	0	0	0	0	0
"58128"	"ENSG00000267205"	0	0	0	0	0	0	0	0
"58129"	"ENSG00000267206"	0	0	0	0	0	0	0	0
"58130"	"ENSG00000267207"	1	0	1	0	1	0	0	0
"58131"	"ENSG00000267208"	0	0	0	0	0	0	0	0
"58132"	"ENSG00000267209"	0	0	0	0	0	0	0	0
"58133"	"ENSG00000267211"	0	0	0	0	0	0	0	0
"58134"	"ENSG00000267212"	1	0	2	0	0	0	1	0
"58135"	"ENSG00000267213"	8	5	5	12	11	9	12	4
"58136"	"ENSG00000267214"	0	0	0	0	0	0	0	0
"58137"	"ENSG00000267215"	0	0	0	0	0	0	0	0
"58138"	"ENSG00000267216"	7	3	5	0	10	4	3	1
"58139"	"ENSG00000267218"	0	0	0	0	1	4	0	0
"58140"	"ENSG00000267219"	10	5	13	3	5	4	4	7
"58141"	"ENSG00000267220"	0	0	0	0	1	0	0	0
"58142"	"ENSG00000267221"	0	0	1	0	1	0	0	0
"58143"	"ENSG00000267222"	0	0	0	0	0	1	0	0
"58144"	"ENSG00000267223"	0	0	0	0	0	0	0	0
"58145"	"ENSG00000267224"	2	0	1	1	4	1	0	0
"58146"	"ENSG00000267225"	0	0	0	0	0	0	0	0
"58147"	"ENSG00000267226"	2	0	4	0	0	3	2	2
"58148"	"ENSG00000267227"	0	0	0	0	0	0	0	0
"58149"	"ENSG00000267228"	2	0	0	2	1	1	2	1
"58150"	"ENSG00000267229"	0	0	0	0	0	0	0	0
"58151"	"ENSG00000267230"	0	0	0	0	0	0	0	0
"58152"	"ENSG00000267231"	0	0	1	0	0	0	0	0
"58153"	"ENSG00000267232"	0	0	0	0	0	0	0	0
"58154"	"ENSG00000267233"	0	0	0	0	0	0	0	0
"58155"	"ENSG00000267234"	0	0	0	0	0	0	0	0
"58156"	"ENSG00000267235"	0	0	0	0	0	0	0	0
"58157"	"ENSG00000267237"	3	0	3	4	6	2	2	1
"58158"	"ENSG00000267238"	0	0	0	0	0	0	0	0
"58159"	"ENSG00000267239"	0	0	0	0	0	0	0	0
"58160"	"ENSG00000267240"	1	0	4	0	3	2	2	0
"58161"	"ENSG00000267241"	0	0	0	0	0	0	0	0
"58162"	"ENSG00000267242"	9	8	17	8	19	18	13	3
"58163"	"ENSG00000267243"	0	0	0	0	0	0	0	0
"58164"	"ENSG00000267244"	14	23	17	14	15	24	15	16
"58165"	"ENSG00000267245"	0	0	0	0	0	0	0	0
"58166"	"ENSG00000267246"	15	6	15	3	14	8	8	9
"58167"	"ENSG00000267247"	0	0	0	0	0	0	0	0
"58168"	"ENSG00000267248"	29	33	23	17	20	16	27	21
"58169"	"ENSG00000267249"	5	6	5	2	6	6	6	7
"58170"	"ENSG00000267250"	0	0	0	1	1	1	0	0
"58171"	"ENSG00000267251"	1	1	0	1	2	2	0	0
"58172"	"ENSG00000267252"	0	0	0	0	0	0	0	0
"58173"	"ENSG00000267253"	4	0	1	1	2	1	1	2
"58174"	"ENSG00000267254"	29	17	33	18	31	53	26	14
"58175"	"ENSG00000267255"	0	0	0	0	1	1	0	0
"58176"	"ENSG00000267256"	0	0	0	0	0	0	0	0
"58177"	"ENSG00000267257"	0	2	0	1	14	17	1	0
"58178"	"ENSG00000267258"	0	0	0	0	0	0	0	0
"58179"	"ENSG00000267259"	0	0	0	0	0	1	0	0
"58180"	"ENSG00000267260"	0	1	1	1	2	2	1	2
"58181"	"ENSG00000267261"	0	0	0	0	0	0	0	0
"58182"	"ENSG00000267262"	0	0	1	0	0	0	0	0
"58183"	"ENSG00000267263"	1	0	0	0	0	0	0	0
"58184"	"ENSG00000267264"	1	0	2	1	0	1	0	0
"58185"	"ENSG00000267265"	5	8	3	3	10	10	6	7
"58186"	"ENSG00000267267"	0	0	0	0	0	0	0	0
"58187"	"ENSG00000267268"	1	4	0	0	0	0	0	2
"58188"	"ENSG00000267269"	0	0	0	0	0	0	0	0
"58189"	"ENSG00000267270"	19	13	29	9	37	18	15	19
"58190"	"ENSG00000267271"	0	1	0	0	1	0	0	0
"58191"	"ENSG00000267272"	21	16	10	5	3	5	10	16
"58192"	"ENSG00000267273"	2	0	3	0	1	0	2	0
"58193"	"ENSG00000267274"	3	3	6	2	0	3	5	0
"58194"	"ENSG00000267275"	0	0	0	0	0	0	0	1
"58195"	"ENSG00000267277"	7	0	0	2	3	4	2	5
"58196"	"ENSG00000267278"	11	6	5	2	13	8	13	6
"58197"	"ENSG00000267279"	18	12	12	4	9	9	6	10
"58198"	"ENSG00000267280"	186	152	136	103	94	130	150	171
"58199"	"ENSG00000267281"	8	8	2	1	3	4	3	1
"58200"	"ENSG00000267282"	0	2	0	0	0	2	1	1
"58201"	"ENSG00000267283"	8	8	6	2	4	8	6	3
"58202"	"ENSG00000267284"	0	0	0	1	0	0	0	0
"58203"	"ENSG00000267285"	0	0	0	0	0	0	0	0
"58204"	"ENSG00000267286"	0	0	0	0	0	0	0	0
"58205"	"ENSG00000267287"	2	0	3	1	1	0	1	0
"58206"	"ENSG00000267288"	4	9	10	9	8	7	7	4
"58207"	"ENSG00000267289"	0	1	2	0	0	0	0	1
"58208"	"ENSG00000267290"	1	0	0	0	0	0	0	0
"58209"	"ENSG00000267291"	0	0	0	0	0	0	0	0
"58210"	"ENSG00000267292"	0	0	0	0	0	0	0	0
"58211"	"ENSG00000267293"	0	2	1	0	0	1	1	0
"58212"	"ENSG00000267294"	0	0	0	0	0	0	0	0
"58213"	"ENSG00000267295"	4	1	2	3	6	0	4	1
"58214"	"ENSG00000267296"	0	0	1	1	0	0	0	0
"58215"	"ENSG00000267297"	0	0	0	0	0	0	0	0
"58216"	"ENSG00000267298"	0	1	1	0	0	2	1	0
"58217"	"ENSG00000267299"	1	1	8	0	1	2	2	0
"58218"	"ENSG00000267301"	0	0	0	0	1	0	0	0
"58219"	"ENSG00000267302"	15	9	11	11	10	22	17	10
"58220"	"ENSG00000267303"	0	0	0	0	0	0	0	0
"58221"	"ENSG00000267304"	0	1	0	1	0	0	2	1
"58222"	"ENSG00000267305"	2	1	2	2	1	0	5	1
"58223"	"ENSG00000267306"	0	0	0	0	0	0	0	0
"58224"	"ENSG00000267308"	0	0	0	0	0	0	0	0
"58225"	"ENSG00000267309"	18	11	20	18	20	24	20	17
"58226"	"ENSG00000267310"	0	0	0	0	0	0	0	0
"58227"	"ENSG00000267311"	0	0	0	0	0	0	0	0
"58228"	"ENSG00000267312"	2	1	2	0	1	0	1	0
"58229"	"ENSG00000267313"	3	0	4	1	2	1	3	0
"58230"	"ENSG00000267314"	0	0	0	0	0	0	0	1
"58231"	"ENSG00000267315"	8	3	0	2	5	3	3	8
"58232"	"ENSG00000267316"	0	0	0	1	0	0	1	0
"58233"	"ENSG00000267317"	79	74	115	77	99	136	76	108
"58234"	"ENSG00000267318"	0	0	0	0	0	0	0	0
"58235"	"ENSG00000267319"	1	0	4	2	1	0	2	0
"58236"	"ENSG00000267320"	0	0	0	0	0	0	0	0
"58237"	"ENSG00000267321"	24	36	23	25	11	21	22	24
"58238"	"ENSG00000267322"	2	2	4	1	1	0	1	1
"58239"	"ENSG00000267323"	0	0	1	0	0	1	0	0
"58240"	"ENSG00000267324"	0	0	0	0	0	0	0	0
"58241"	"ENSG00000267325"	9	3	14	4	2	6	1	2
"58242"	"ENSG00000267326"	2	5	5	1	1	2	3	4
"58243"	"ENSG00000267327"	3	0	0	0	0	0	0	0
"58244"	"ENSG00000267328"	0	0	0	0	0	0	0	0
"58245"	"ENSG00000267329"	0	0	0	0	0	0	0	0
"58246"	"ENSG00000267330"	0	0	1	0	0	0	0	0
"58247"	"ENSG00000267332"	0	0	0	0	0	0	0	0
"58248"	"ENSG00000267333"	0	0	0	0	0	0	0	0
"58249"	"ENSG00000267334"	0	0	0	0	1	0	0	0
"58250"	"ENSG00000267335"	0	0	0	0	0	0	0	0
"58251"	"ENSG00000267336"	3	2	3	1	5	5	1	1
"58252"	"ENSG00000267337"	0	0	0	0	0	0	0	0
"58253"	"ENSG00000267338"	0	0	0	0	0	0	0	0
"58254"	"ENSG00000267339"	10	0	72	4	95	2	45	2
"58255"	"ENSG00000267340"	5	1	7	3	10	9	8	1
"58256"	"ENSG00000267341"	0	0	0	0	0	0	0	0
"58257"	"ENSG00000267342"	6	2	4	5	4	8	5	7
"58258"	"ENSG00000267343"	0	0	0	0	0	0	0	0
"58259"	"ENSG00000267344"	0	0	1	0	0	0	0	0
"58260"	"ENSG00000267345"	2	0	3	1	0	0	0	2
"58261"	"ENSG00000267346"	0	0	0	0	0	1	0	0
"58262"	"ENSG00000267347"	0	0	2	0	1	0	0	1
"58263"	"ENSG00000267348"	2	4	5	1	3	2	5	3
"58264"	"ENSG00000267349"	0	0	0	0	0	0	0	0
"58265"	"ENSG00000267350"	284	214	270	158	299	341	261	232
